speed,acceleration,temperature,humidity,roadGrade
0.0,0.0,50.79,0.95,-0.0842424242424242
0.0,0.0,50.79,0.95,-0.0836363636363636
0.0,0.0,50.79,0.95,-0.083030303030303
0.0,0.0,50.79,0.95,-0.0824242424242424
0.0,0.0,50.79,0.95,-0.0818181818181818
0.0,0.0,50.79,0.95,-0.0812121212121212
0.0,0.0,50.79,0.95,-0.0806060606060606
0.0,0.0,50.79,0.95,-0.08
0.0,0.0,50.79,0.95,-0.0793939393939394
0.0,0.0,50.79,0.95,-0.0787878787878788
0.0,0.0,50.79,0.95,-0.0781818181818181
0.0,0.0,50.79,0.95,-0.0775757575757575
0.0,0.0,50.79,0.95,-0.0769696969696969
0.0,0.0,50.79,0.95,-0.0763636363636363
0.0,0.0,50.79,0.95,-0.0757575757575757
0.0,0.0,50.79,0.95,-0.0751515151515151
0.0,0.0,50.79,0.95,-0.0745454545454545
0.0,0.0,50.79,0.95,-0.0739393939393939
0.0,0.0,50.79,0.95,-0.0733333333333333
0.0,0.0,50.79,0.95,-0.0727272727272727
0.0,0.0,50.79,0.95,-0.0721212121212121
0.0,0.0,50.79,0.95,-0.0715151515151515
0.0,0.0,50.79,0.95,-0.0709090909090909
0.0,0.0,50.79,0.95,-0.0703030303030303
0.0,0.0,50.79,0.95,-0.0696969696969697
0.0,0.0,50.79,0.95,-0.069090909090909
0.0,0.0,50.79,0.95,-0.0684848484848484
0.0,0.0,50.79,0.95,-0.0678787878787878
0.0,0.0,50.79,0.95,-0.0672727272727272
0.0,0.0,50.79,0.95,-0.0666666666666666
0.0,0.0,50.79,0.95,-0.066060606060606
0.0,0.0,50.79,0.95,-0.0654545454545454
0.0,0.0,50.79,0.95,-0.0648484848484848
0.0,0.0,50.79,0.95,-0.0642424242424242
0.0,0.0,50.79,0.95,-0.0636363636363636
0.0,0.0,50.79,0.95,-0.063030303030303
0.0,0.0,50.79,0.95,-0.0624242424242424
0.0,0.0,50.79,0.95,-0.0618181818181818
0.0,0.0,50.79,0.95,-0.0612121212121212
0.0,0.0,50.79,0.95,-0.0606060606060606
0.0,0.0,50.79,0.95,-0.06
0.0,0.0,50.79,0.95,-0.0593939393939394
0.0,0.0,50.79,0.95,-0.0587878787878787
0.0,0.0,50.79,0.95,-0.0581818181818181
0.0,0.0,50.79,0.95,-0.0575757575757575
0.0,0.0,50.79,0.95,-0.0569696969696969
